mean,std,rms,peak,peak_to_peak,crest_factor,skewness,kurtosis,spectral_centroid,spectral_spread,label
-0.5868363331293621,-1.3909848115158836,-1.398025260444025,-1.5608160032218648,-1.6179078066761563,-1.512386818758643,-0.6431961008875376,-1.800167794242888,-1.7521007300393385,-1.8550049389033167,1
-0.3784654752138866,1.0645406524081307,1.05942001077622,1.0712778546604833,0.9491380101190702,0.5946828396477021,-0.25841021825427946,-0.5306114887564728,0.5110044674142209,0.6562091355798334,3
1.7441318719006027,1.0392134167591556,1.0515357690131832,0.5329682303737714,0.7339689206444091,-0.37669826802394035,-0.3806877187551828,-0.35225991971253845,0.43748052445662716,0.4790937118452008,3
0.23528414245361473,1.2834305725842239,1.2776847984334019,0.8523134326094725,0.8192378766465953,-0.10431389273015249,-0.07060440135397537,-1.0981603040714065,0.5237469843294659,0.44571254608084776,3
1.555434056764866,-1.587933917460542,-1.5702555341194782,-1.5989685247685879,-1.6474374538371508,-1.265633013604726,-2.1527315680035284,0.5898468785608384,-1.8208001109758036,-1.7565216622476416,1
0.5216586559619961,-1.6807954113571337,-1.6911973711480153,-1.6423342360025954,-1.663856800563023,-1.1364384505347875,-1.4061405374627194,0.6458374633455919,-1.6246202054591674,-1.5323801677707996,1
0.7914484961572907,0.9878465078534103,0.9847236271617203,0.8783581649637809,1.0083825906004698,0.3520798603388785,-0.5375999513146756,-0.06778414659891822,0.45452393463158314,0.4729046249456435,3
-0.8742730897820459,-1.4337315443680272,-1.434720158092323,-1.5917531417775528,-1.654182884174565,-1.5441839736743428,-0.5547983091892018,-1.5609913190168052,-1.731000031717724,-1.8115737121374522,1
-0.6632974905938479,1.3539773896931815,1.3516488209035562,1.573409810915075,1.212628903998416,1.0433626896041421,0.07931945062496101,-0.6231895370125325,0.5500784255216778,0.6327078101485005,3
1.9661410460941975,1.0746395751794409,1.0922047583356758,0.8025827157455486,0.7777703171956594,0.05857156181051697,-0.44028050173298866,-0.9001460450456304,0.503752175240333,0.6775390315277466,3
-0.5320991080275564,1.098853008067706,1.0948854973656943,1.573409810915075,1.1307719888650754,1.4509511636134749,-0.27972824400049284,-0.16164875122416875,0.5878892681524069,0.5799983442745956,3
0.8823816233308778,1.1042226324651068,1.1022395132363492,0.2819109839830509,0.4037129921468917,-0.8970952145363745,-0.18526211270153753,-1.2090690640757407,0.42081501367156854,0.6115017133669222,3
-0.26454365544521585,0.44543975712219563,0.43826700564283944,1.087913141223717,1.1200122504572803,1.6978458482402734,1.2270701035482108,1.4075165905691747,0.7483240540409626,0.8035800641902839,2
1.6051345706555806,-1.5930062386548058,-1.5731888592032113,-1.6165334880359925,-1.6495757172012895,-1.3250779011337577,-2.2028173817522156,0.5577020898820854,-1.8357832001307695,-1.661279054958917,1
1.2864678142338104,1.0301663092719804,1.0335900634785067,0.49491101433880896,0.6948959979897499,-0.4226657294969032,-0.5953693003997798,0.34918166057945865,0.40281786913747714,0.5169926793880102,3
-1.073890447623342,1.2653937584372859,1.2678700649574988,1.0101303192747195,0.8433056861503908,0.18512899941441016,-0.3253323354594621,-0.4910323856746213,0.4930371739970029,0.5784467207287247,3
0.1386028002485526,0.16383653843657608,0.15513652740425068,-0.023445060502453773,0.13215524263437706,-0.17259867779092802,0.14400376291256448,0.3593455532434295,0.6087590633155125,0.7439244936989208,0
-0.1026329124939877,0.4523915946996975,0.4446077648466914,0.4147457128710258,0.580197732791602,0.288847057746884,1.1532160886967453,0.07850667450056338,0.6211327075889175,0.492535349860295,2
-0.43896325704216355,-0.10694522984215948,-0.11410270025791033,-0.2652660813316729,-0.10033206433378362,-0.27013038522961713,0.29072032793447994,0.8544664464136091,0.5686140841954418,0.5158660872136772,0
0.7606061419052699,-0.12761935969683025,-0.13291336236669243,0.28858175406963604,0.13237624407789114,1.082204828933205,0.4637256277644849,0.29612029525563394,0.5946733309689904,0.6008309192602002,0
0.8492125633797142,1.2361254181413277,1.2340216767632686,0.9110277100610827,0.8449965570095942,0.057170243030522275,-0.10659694514407002,-0.9474752901682827,0.5488391783587304,0.6776223731623485,3
