mean,std,rms,peak,peak_to_peak,crest_factor,skewness,kurtosis,spectral_centroid,spectral_spread,label,rpm,window_id
0.006879200032850613,0.3956295302734685,0.3956893334643951,0.92216023467138,1.604102250947185,2.3305157770225975,-0.32257503773202234,2.619393002859119,845.8155970130981,1320.743009364374,healthy,1500,0
0.06178063571425892,0.42150217662290346,0.4260057885136107,0.92216023467138,1.5976899267079734,2.1646659724330264,-0.47081857813710304,2.4582379229259192,754.6799169681752,1293.0351371972783,healthy,1500,1
-0.016472473015182627,0.45707772132217794,0.45737444801421784,0.9198719488921407,1.5954016409287344,2.0112010032148224,-0.20376922512707976,2.0494123418493806,794.6181613882036,1314.8982306881348,healthy,1500,2
-0.05590955758954788,0.4234329919601724,0.42710815645478184,0.9198719488921407,1.607497529550154,2.1537213344558452,-0.1717622553440628,2.3426286425126612,755.5781652723074,1281.765844793604,healthy,1500,3
0.04630827664910863,0.4120629828978533,0.4146569164512838,0.9109592041875005,1.5985847848455137,2.1968986114206905,-0.40309736442564437,2.543876401711306,800.3373993259487,1316.7820650184099,healthy,1500,4
0.0196933460695068,0.45927784470322697,0.4596998656891851,0.9269591331656729,1.607915278907328,2.0164442109947656,-0.40640830284648155,2.157227009698998,777.1355743081091,1316.6152246578365,healthy,1500,5
-0.0529036173982525,0.4377432104364967,0.44092846473897745,0.9339318441787503,1.6063836886086014,2.118102863964141,-0.15895438308399157,2.2082112780528442,746.5179490537438,1288.8641292388015,healthy,1500,6
-0.00845053729843944,0.39560208845397327,0.39569233498992323,0.9339318441787503,1.6063836886086014,2.360247498770754,-0.27204759319473515,2.599883235973829,869.582473964413,1327.995932083964,healthy,1500,7
0.06895493662829824,0.4169166991142856,0.4225805453233316,0.9153219386369541,1.608676120100998,2.166029526323805,-0.5042804226323967,2.5714212439630924,766.1392301379774,1354.7761545452847,healthy,1500,8
-0.005487524680036077,0.4611832167652638,0.46121586307614176,0.9170074325776445,1.610720664002153,1.9882391430830568,-0.25610165929945805,2.0467686941125804,785.5080647395757,1309.9029641090267,healthy,1500,9
-0.06356124049566861,0.42511645227274364,0.4298418654415972,0.9170074325776445,1.610720664002153,2.1333599774471077,-0.14214139106353843,2.323236961310994,731.068376559687,1315.5071302978533,healthy,1500,10
0.034836084212119,0.40604421697397364,0.40753583756676076,0.9265199545914904,1.6024061371813796,2.2734686595810487,-0.38199135317875377,2.582730326013445,787.2196043771601,1284.9092602384937,healthy,1500,11
0.032870465077167454,0.44975626896449206,0.4509558392428795,0.9416163093072127,1.617502491897102,2.088045496160578,-0.44163485182430484,2.2631847322951097,791.2878048175791,1287.3415820386342,healthy,1500,12
-0.04243984364152026,0.4442218608604749,0.44624455402241026,0.9416163093072127,1.626220884374942,2.1100903094694483,-0.15005776785158986,2.141767636040873,773.0041374244413,1291.9762145972136,healthy,1500,13
-0.025589684136098363,0.4013168368652665,0.4021318633057174,0.9318569759094552,1.6164615509771845,2.3172920643925434,-0.22531192363726735,2.519986222417473,840.7619736477817,1304.602187759655,healthy,1500,14
0.06650253929356612,0.4162681045061418,0.4215468213160058,0.9312702304258839,1.6239260447439392,2.209173887962625,-0.49412481334135316,2.5688563674127955,749.5734872827464,1325.9457037054196,healthy,1500,15
0.0022929340658939534,0.46196430177417586,0.461969992164353,0.9189371203545965,1.6115929346726519,1.9891705862764204,-0.2963501474681469,2.048806146967893,766.5631665975692,1318.3291881684086,healthy,1500,16
-0.06745134495320831,0.42420285576445754,0.4295320090222821,0.9254932925788479,1.5995386307312411,2.1546550034071434,-0.12941062163850228,2.3267586555435695,734.2556329039211,1341.152288288715,healthy,1500,17
0.019603091294591278,0.3998432158638328,0.4003234672869375,0.9254932925788479,1.5994015758612585,2.311863700171994,-0.34645591373312384,2.5937780570599074,840.8664681539534,1338.4393086541404,healthy,1500,18
0.04812817220024693,0.43412497288509166,0.4367846300430204,0.9107347849350457,1.5879859119802657,2.085088902136587,-0.456285123219387,2.3525111652486945,796.0739747827404,1280.5554565858731,healthy,1500,19
-0.030163156105791948,0.45069037888518226,0.45169860925835437,0.9343534165477781,1.618503996365243,2.068532860605976,-0.17689837738007433,2.098360367459338,779.493694593648,1299.2739894252747,healthy,1500,20
-0.04183338878954746,0.414745195640438,0.4168496248342352,0.9343534165477781,1.618503996365243,2.2414639732378014,-0.21294281440692567,2.4468290270490494,812.4128841835351,1298.1409226131925,healthy,1500,21
0.057895788138580075,0.417204556933149,0.4212025220840594,0.927490341959498,1.6200910477037624,2.20200566974335,-0.4507439603607991,2.5491495082870834,781.2963958455579,1326.2753779856846,healthy,1500,22
0.009269302643229643,0.46194603128042966,0.4620390197669797,0.927490341959498,1.6200910477037624,2.007385311800118,-0.3433383604968931,2.0721392990404413,773.645124577872,1333.9948737794487,healthy,1500,23
-0.061631183629034,0.4281263980014822,0.4325397270323724,0.9449566454256996,1.6223605993835106,2.1846701843794096,-0.1416018596467879,2.2679844313606825,742.2859187107492,1311.694678637146,healthy,1500,24
0.0061824848987908285,0.39565096180954684,0.3956992629514784,0.9449566454256996,1.6223605993835106,2.388067741492775,-0.31036070725853115,2.614269321829612,825.3549087308032,1303.4920239444743,healthy,1500,25
0.06080533852925667,0.4218611829569827,0.42622077246366386,0.9025305312528774,1.5823535005376952,2.1175188760141155,-0.4674490422227563,2.460494071933928,763.2254411496598,1307.8635692105972,healthy,1500,26
-0.01791565342967618,0.456140905805499,0.45649260299250566,0.9074638418250702,1.587286811109888,1.987904810893897,-0.20957487336697667,2.0662492308987868,786.6987585159275,1321.2575638901535,healthy,1500,27
-0.05712196284166636,0.42148568781345197,0.4253388104446424,0.9183659267400273,1.5946891433476367,2.1591397351303736,-0.19209793758522087,2.3609446390997544,759.8759452126634,1288.7125544804314,healthy,1500,28
0.04581377452085174,0.4123351350766066,0.41487246902450736,0.9183659267400273,1.6086813087712684,2.2136101937012755,-0.4075883153478319,2.5524667462723682,799.9248943836207,1312.34348436528,healthy,1500,29
0.019587290361937695,0.4580257719055664,0.45844440194358665,0.9124617457390776,1.6027771277703187,1.9903433037280824,-0.38694964944384347,2.142169069602352,788.3449110330431,1313.4965298493325,healthy,1500,30
-0.05291496521150588,0.43468800666469326,0.4378968562132632,0.9538917049745473,1.6390298332300148,2.1783479173738374,-0.1437858312137068,2.209012986246976,762.1829600531263,1307.5745068252315,healthy,1500,31
-0.008255103167340672,0.3955321537550358,0.39561828999984405,0.9538917049745473,1.6641629032331795,2.411141569652427,-0.2686790285476317,2.6043835334229906,850.3909834686073,1304.8427431124867,healthy,1500,32
0.06819775396414943,0.4175813041703104,0.4231135535980051,0.910679796892475,1.6209509951511074,2.1523295317135305,-0.517855826992986,2.5973947346923314,733.7025754184479,1331.5403643256461,healthy,1500,33
-0.007033107517591557,0.4602503833870544,0.46030411687197037,0.9429680096222672,1.6142175223353137,2.0485760931825165,-0.26323060540786164,2.0497199705455955,789.0277532937457,1318.3631301878554,healthy,1500,34
-0.06569482711584829,0.4241250798137414,0.4291828207614952,0.9432931772156059,1.6077647328683846,2.197881954646137,-0.1471542327418336,2.326253139419996,744.1305494631418,1334.5192139200017,healthy,1500,35
0.03308632019215054,0.40716252963962485,0.40850462681149147,0.9432931772156059,1.6178880757641196,2.309137069872122,-0.39027914960402404,2.609523544232278,786.68850447134,1285.317497534756,healthy,1500,36
